survey,question_concept_id,question,answer_concept_id,answer
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,260
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,48
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,96
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,45
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,4
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,22
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,129
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,7
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,135
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,150
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,860
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,540
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,760
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,189
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,2
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,250
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,69
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,400
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,740
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,630
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,320
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,1200
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,159
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,95
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,10
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,15
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,420
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,245
COVID-19 Participant Experience (COPE) Survey,903629,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,,125
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,300
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,18
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,40
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,100
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,21
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,32
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,1140
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,115
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,800
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,110
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,390
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,190
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,71
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,200
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,900
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,9
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,840
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,470
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,460
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,15
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,35
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,60
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,280
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,52
COVID-19 Participant Experience (COPE) Survey,903630,How much time did you usually spend walking on one of those days (minutes per day)?,,95
